season_id,edition_id,game_id,round,action_number,period,type,player_id,team_id,opponent_id,x,y,details
22-23,22-23 PROA,2023-03-24:Le Portel-Boulogne-Levallois,25,459,4,2FGA,Charles-Noe Abouo,Le Portel,Boulogne-Levallois,-0.034,0.788,jump shot
22-23,22-23 PROA,2023-03-24:Le Portel-Boulogne-Levallois,25,469,4,2FGA,Bilal Coulibaly,Boulogne-Levallois,Le Portel,-0.561,1.177,jump shot
22-23,22-23 PROA,2023-03-24:Le Portel-Boulogne-Levallois,25,476,4,3FGA,Tremont Waters,Boulogne-Levallois,Le Portel,-2.073,8.102,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,3,1,2FGM,Yannis Morin,Roanne,Le Mans,-1.18,1.245,pull up
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,5,1,3FGA,Abdoulaye Ndoye,Le Mans,Roanne,-7.244,0.105,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,7,1,3FGM,Matt Morgan,Le Mans,Roanne,7.158,0.589,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,11,1,3FGM,Matt Morgan,Le Mans,Roanne,6.59,4.35,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,19,1,2FGA,Stefan Moody,Roanne,Le Mans,-0.555,1.359,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,25,1,3FGA,Matt Morgan,Le Mans,Roanne,7.016,2.813,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,28,1,2FGM,Yannis Morin,Roanne,Le Mans,-5.622,0.192,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,32,1,2FGA,Ronald March,Roanne,Le Mans,-0.669,0.447,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,34,1,2FGM,Ronald March,Roanne,Le Mans,5.423,0.22,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,39,1,2FGA,Terry Tarpey,Le Mans,Roanne,-1.323,1.046,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,49,1,3FGM,Stefan Moody,Roanne,Le Mans,-2.064,7.626,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,50,1,3FGA,Cameron McGriff,Le Mans,Roanne,6.105,4.521,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,52,1,3FGM,Jakeenan Gant,Roanne,Le Mans,-6.987,0.304,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,54,1,2FGA,Josh Carlton,Le Mans,Roanne,-0.128,1.673,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,63,1,3FGA,Bul Kuol,Le Mans,Roanne,7.158,-0.15,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,66,1,2FGM,Ronald March,Roanne,Le Mans,0.498,4.89,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,70,1,2FGM,Matt Morgan,Le Mans,Roanne,1.125,0.276,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,71,1,2FGM,Stefan Moody,Roanne,Le Mans,-0.783,0.391,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,84,1,3FGM,Kyle Foster,Roanne,Le Mans,5.906,6.713,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,86,1,2FGM,Valentin Chery,Le Mans,Roanne,1.864,1.13,dunk
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,92,1,3FGM,Ronald March,Roanne,Le Mans,-1.608,7.34,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,93,1,3FGA,Bul Kuol,Le Mans,Roanne,7.13,-0.777,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,95,1,3FGA,Ronald March,Roanne,Le Mans,4.284,6.884,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,106,1,2FGA,Renathan Ona Embo,Roanne,Le Mans,-0.498,1.928,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,111,1,2FGM,Ronald March,Roanne,Le Mans,-0.755,0.732,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,113,1,2FGM,Taylor Rochestie,Le Mans,Roanne,0.327,4.465,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,114,1,2FGM,Silvio De Sousa,Roanne,Le Mans,-5.593,0.676,fadeaway
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,116,1,3FGA,Taylor Rochestie,Le Mans,Roanne,4.17,6.229,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,128,1,3FGA,Silvio De Sousa,Roanne,Le Mans,-5.736,6.999,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,135,2,2FGA,Valentin Chery,Le Mans,Roanne,-0.299,3.095,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,137,2,2FGA,Taylor Rochestie,Le Mans,Roanne,1.551,1.273,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,142,2,2FGM,Valentin Chery,Le Mans,Roanne,-0.128,0.732,dunk
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,148,2,2FGA,Kyle Foster,Roanne,Le Mans,-1.409,0.021,dunk
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,151,2,2FGA,Marcus Gomis,Le Mans,Roanne,3.628,1.474,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,153,2,3FGA,Terry Tarpey,Le Mans,Roanne,7.158,-0.693,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,155,2,3FGM,Taylor Rochestie,Le Mans,Roanne,-3.373,6.657,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,157,2,3FGA,Jakeenan Gant,Roanne,Le Mans,-4.341,6.371,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,171,2,2FGM,Kyle Foster,Roanne,Le Mans,-0.213,0.788,dunk
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,181,2,2FGM,Silvio De Sousa,Roanne,Le Mans,0,-0.175,putback
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,185,2,3FGA,Ronald March,Roanne,Le Mans,-6.418,3.695,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,187,2,3FGM,Taylor Rochestie,Le Mans,Roanne,0.498,7.312,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,189,2,3FGA,Jakeenan Gant,Roanne,Le Mans,6.874,-0.237,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,200,2,3FGA,Taylor Rochestie,Le Mans,Roanne,0.498,7.654,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,202,2,2FGA,Silvio De Sousa,Roanne,Le Mans,0.697,0.931,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,204,2,3FGA,Matt Morgan,Le Mans,Roanne,-0.355,7.881,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,223,2,3FGA,Ronald March,Roanne,Le Mans,3.942,6.601,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,227,2,3FGA,Maxime Roos,Roanne,Le Mans,-4.853,5.775,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,243,2,2FGA,Valentin Chery,Le Mans,Roanne,-0.299,0.704,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,245,2,2FGM,Maxime Roos,Roanne,Le Mans,-0.811,1.13,alley oop
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,252,2,2FGM,Valentin Chery,Le Mans,Roanne,1.437,0.475,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,253,2,3FGA,Stefan Moody,Roanne,Le Mans,-4.71,5.803,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,259,2,2FGA,Kyle Foster,Roanne,Le Mans,-4.71,2.555,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,261,2,2FGM,Abdoulaye Ndoye,Le Mans,Roanne,-0.27,0.959,dunk
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,270,2,2FGA,Valentin Chery,Le Mans,Roanne,2.064,2.099,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,277,2,3FGA,Kyle Foster,Roanne,Le Mans,-5.508,5.291,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,279,2,2FGA,Cameron McGriff,Le Mans,Roanne,4.141,2.583,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,291,2,2FGM,Yannis Morin,Roanne,Le Mans,-0.641,1.018,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,297,2,3FGM,Taylor Rochestie,Le Mans,Roanne,-1.437,7.027,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,300,2,2FGA,Kyle Foster,Roanne,Le Mans,1.693,1.331,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,322,3,3FGA,Stefan Moody,Roanne,Le Mans,-1.494,7.141,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,324,3,2FGM,Yannis Morin,Roanne,Le Mans,2.974,5.489,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,326,3,3FGM,Matt Morgan,Le Mans,Roanne,-5.337,6.601,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,327,3,3FGA,Ronald March,Roanne,Le Mans,0.726,7.284,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,329,3,2FGM,Cameron McGriff,Le Mans,Roanne,-1.068,0.788,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,331,3,2FGM,Jakeenan Gant,Roanne,Le Mans,0.84,0.931,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,339,3,2FGM,Ronald March,Roanne,Le Mans,1.38,1.757,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,340,3,2FGM,Matt Morgan,Le Mans,Roanne,0.07,0.304,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,344,3,2FGM,Ronald March,Roanne,Le Mans,1.097,1.161,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,345,3,2FGM,Matt Morgan,Le Mans,Roanne,-1.295,0.99,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,356,3,2FGM,Abdoulaye Ndoye,Le Mans,Roanne,-0.697,0.105,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,360,3,2FGM,Matt Morgan,Le Mans,Roanne,-0.669,1.614,dunk
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,362,3,3FGM,Kyle Foster,Roanne,Le Mans,4.824,5.775,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,366,3,2FGM,Yannis Morin,Roanne,Le Mans,-2.348,4.862,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,368,3,3FGA,Matt Morgan,Le Mans,Roanne,-7.243,-0.55,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,370,3,2FGM,Josh Carlton,Le Mans,Roanne,0,-0.175,putback
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,382,3,2FGM,Ronald March,Roanne,Le Mans,1.068,0.276,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,383,3,2FGM,Cameron McGriff,Le Mans,Roanne,2.235,1.161,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,384,3,3FGA,Kyle Foster,Roanne,Le Mans,2.064,8.253,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,396,3,3FGA,Renathan Ona Embo,Roanne,Le Mans,0.07,7.881,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,398,3,2FGM,Valentin Chery,Le Mans,Roanne,0.726,0.133,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,404,3,2FGM,Ronald March,Roanne,Le Mans,0.755,0.533,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,412,3,2FGM,Silvio De Sousa,Roanne,Le Mans,0.27,1.673,dunk
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,419,3,2FGA,Maxime Roos,Roanne,Le Mans,-0.412,1.415,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,425,3,2FGM,Ronald March,Roanne,Le Mans,3.571,3.409,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,426,3,3FGM,Matt Morgan,Le Mans,Roanne,-4.597,6.458,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,427,3,3FGM,Ronald March,Roanne,Le Mans,-4.938,6.657,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,428,3,2FGM,Terry Tarpey,Le Mans,Roanne,-0.441,1.217,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,433,3,2FGM,Renathan Ona Embo,Roanne,Le Mans,-4.624,0.363,fadeaway
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,434,3,3FGA,Bul Kuol,Le Mans,Roanne,-6.532,3.58,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,436,3,2FGM,Terry Tarpey,Le Mans,Roanne,-0.27,0.676,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,437,3,3FGA,Ronald March,Roanne,Le Mans,-3.231,6.915,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,439,3,3FGA,Kyle Foster,Roanne,Le Mans,4.597,6.145,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,447,3,2FGM,Ronald March,Roanne,Le Mans,0.926,0.589,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,456,4,3FGM,Maxime Roos,Roanne,Le Mans,4.54,6.8,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,468,4,3FGM,Maxime Roos,Roanne,Le Mans,6.618,2.983,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,470,4,3FGA,Taylor Rochestie,Le Mans,Roanne,-4.141,6.514,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,479,4,2FGM,Marcus Gomis,Le Mans,Roanne,0.954,4.778,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,480,4,3FGA,Stefan Moody,Roanne,Le Mans,0.241,7.483,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,488,4,3FGA,Ronald March,Roanne,Le Mans,-4.54,6.343,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,490,4,2FGM,Silvio De Sousa,Roanne,Le Mans,-0.926,0.391,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,494,4,2FGA,Abdoulaye Ndoye,Le Mans,Roanne,-2.689,0.645,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,496,4,2FGM,Silvio De Sousa,Roanne,Le Mans,0.526,0.447,dunk
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,501,4,2FGA,Cameron McGriff,Le Mans,Roanne,-1.097,0.931,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,503,4,2FGA,Maxime Roos,Roanne,Le Mans,3.799,3.552,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,505,4,2FGM,Silvio De Sousa,Roanne,Le Mans,0,-0.175,dunk
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,506,4,2FGA,Bul Kuol,Le Mans,Roanne,0.84,1.189,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,508,4,2FGA,Ronald March,Roanne,Le Mans,1.38,1.161,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,515,4,2FGA,Terry Tarpey,Le Mans,Roanne,1.722,1.586,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,517,4,2FGA,Cameron McGriff,Le Mans,Roanne,0,-0.175,putback
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,521,4,2FGM,Terry Tarpey,Le Mans,Roanne,-1.779,1.046,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,523,4,3FGA,Maxime Roos,Roanne,Le Mans,-5.081,4.862,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,525,4,2FGM,Terry Tarpey,Le Mans,Roanne,-0.755,0.76,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,536,4,2FGM,Yannis Morin,Roanne,Le Mans,0.498,0.732,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,542,4,3FGA,Bul Kuol,Le Mans,Roanne,6.19,4.549,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,544,4,3FGA,Jakeenan Gant,Roanne,Le Mans,-7.13,0.704,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,546,4,2FGM,Yannis Morin,Roanne,Le Mans,5.394,-0.209,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,551,4,2FGA,Abdoulaye Ndoye,Le Mans,Roanne,-0.384,2.127,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,553,4,2FGA,Abdoulaye Ndoye,Le Mans,Roanne,0,-0.175,putback
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,561,4,2FGM,Matt Morgan,Le Mans,Roanne,0.299,1.13,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,562,4,2FGA,Jakeenan Gant,Roanne,Le Mans,-0.641,-0.038,layup
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,564,4,2FGM,Ronald March,Roanne,Le Mans,0,-0.175,putback
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,565,4,3FGA,Matt Morgan,Le Mans,Roanne,-5.28,5.061,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,567,4,3FGM,Bul Kuol,Le Mans,Roanne,2.803,7.055,
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,578,4,2FGM,Ronald March,Roanne,Le Mans,-0.526,1.046,dunk
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,580,4,2FGA,Terry Tarpey,Le Mans,Roanne,-0.384,2.471,jump shot
22-23,22-23 PROA,2023-03-24:Roanne-Le Mans,25,582,4,2FGM,Josh Carlton,Le Mans,Roanne,0,-0.175,putback
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,3,1,2FGA,Amadou Sow,Blois,Pau-Lacq-Orthez,0.374,2.113,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,5,1,2FGM,Mbaye Ndiaye,Blois,Pau-Lacq-Orthez,-0.147,2.113,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,9,1,3FGM,Garrett Sim,Pau-Lacq-Orthez,Blois,-2.716,7.301,
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,11,1,3FGA,Tyren Johnson,Blois,Pau-Lacq-Orthez,3.465,6.159,
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,15,1,2FGM,Markeith Cummings,Pau-Lacq-Orthez,Blois,3.921,0.937,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,19,1,2FGA,Giovan Oniangue,Pau-Lacq-Orthez,Blois,-4.377,3.387,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,21,1,2FGA,Robert Johnson,Blois,Pau-Lacq-Orthez,-2.327,2.538,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,25,1,2FGM,Vitalis Chikoko,Pau-Lacq-Orthez,Blois,-0.472,1.623,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,29,1,2FGM,Michael Stockton,Pau-Lacq-Orthez,Blois,-0.276,1.329,layup
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,31,1,2FGA,Tyren Johnson,Blois,Pau-Lacq-Orthez,-1.122,4.82,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,33,1,3FGM,Giovan Oniangue,Pau-Lacq-Orthez,Blois,3.562,6.584,
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,35,1,2FGM,Tyus Battle,Blois,Pau-Lacq-Orthez,1.447,0.71,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,43,1,3FGM,Giovan Oniangue,Pau-Lacq-Orthez,Blois,-6.59,3.972,
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,45,1,2FGM,Robert Johnson,Blois,Pau-Lacq-Orthez,-0.178,1.558,floating jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,46,1,3FGA,Garrett Sim,Pau-Lacq-Orthez,Blois,-0.211,7.561,
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,48,1,3FGM,Robert Johnson,Blois,Pau-Lacq-Orthez,2.749,6.78,
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,55,1,2FGM,Thomas Cornely,Blois,Pau-Lacq-Orthez,-0.862,1.656,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,57,1,2FGA,Darel Poirier,Pau-Lacq-Orthez,Blois,1.416,1.264,
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,59,1,3FGA,Tyus Battle,Blois,Pau-Lacq-Orthez,-5.352,5.279,
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,71,1,2FGM,Cj Williams,Pau-Lacq-Orthez,Blois,0.699,2.471,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,72,1,2FGA,Amadou Sow,Blois,Pau-Lacq-Orthez,-1.741,3.941,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,74,1,2FGM,Markeith Cummings,Pau-Lacq-Orthez,Blois,-1.091,1.46,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,76,1,2FGM,Robert Johnson,Blois,Pau-Lacq-Orthez,-1.22,1.004,layup
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,77,1,3FGA,Cj Williams,Pau-Lacq-Orthez,Blois,-1.155,7.923,
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,86,1,2FGM,Michael Stockton,Pau-Lacq-Orthez,Blois,0.537,0.839,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,92,1,2FGM,Thomas Cornely,Blois,Pau-Lacq-Orthez,0.407,2.897,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,93,1,2FGA,Darel Poirier,Pau-Lacq-Orthez,Blois,1.741,0.71,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,101,1,3FGA,Landing Sane,Pau-Lacq-Orthez,Blois,-1.188,7.889,
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,103,1,2FGM,Thomas Cornely,Blois,Pau-Lacq-Orthez,2.001,1.69,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,108,1,3FGA,Thomas Cornely,Blois,Pau-Lacq-Orthez,4.344,6.159,
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,117,2,2FGA,Tyren Johnson,Blois,Pau-Lacq-Orthez,0.342,5.114,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,119,2,2FGM,Cj Williams,Pau-Lacq-Orthez,Blois,-0.537,2.244,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,123,2,2FGA,Thomas Cornely,Blois,Pau-Lacq-Orthez,4.506,2.633,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,125,2,2FGA,Cj Williams,Pau-Lacq-Orthez,Blois,-2.262,4.593,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,127,2,2FGA,Brice Dessert,Blois,Pau-Lacq-Orthez,2.424,2.603,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,129,2,2FGA,Michael Stockton,Pau-Lacq-Orthez,Blois,-1.22,4.333,floating jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,131,2,3FGA,Tyren Johnson,Blois,Pau-Lacq-Orthez,5.841,4.526,
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,133,2,3FGM,Gerald Ayayi,Pau-Lacq-Orthez,Blois,-3.27,6.682,
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,142,2,3FGA,Landing Sane,Pau-Lacq-Orthez,Blois,-1.188,7.595,
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,144,2,3FGM,Timothe Vergiat,Blois,Pau-Lacq-Orthez,-6.069,4.333,
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,146,2,2FGA,Gerald Ayayi,Pau-Lacq-Orthez,Blois,1.253,1.754,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,156,2,3FGM,Robert Johnson,Blois,Pau-Lacq-Orthez,-3.757,6.78,
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,158,2,3FGA,Cj Williams,Pau-Lacq-Orthez,Blois,3.823,6.682,
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,163,2,3FGA,Markeith Cummings,Pau-Lacq-Orthez,Blois,5.873,4.722,
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,171,2,2FGA,Timothe Vergiat,Blois,Pau-Lacq-Orthez,-2.88,3.711,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,177,2,2FGA,Markeith Cummings,Pau-Lacq-Orthez,Blois,-0.407,5.148,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,188,2,2FGM,Michael Stockton,Pau-Lacq-Orthez,Blois,0.668,0.71,layup
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,189,2,3FGM,Robert Johnson,Blois,Pau-Lacq-Orthez,2.587,6.878,
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,191,2,2FGM,Vitalis Chikoko,Pau-Lacq-Orthez,Blois,1.122,0.839,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,193,2,2FGA,Amadou Sow,Blois,Pau-Lacq-Orthez,-2.131,1.427,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,195,2,2FGA,Michael Stockton,Pau-Lacq-Orthez,Blois,2.554,0.676,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,208,2,2FGA,Markeith Cummings,Pau-Lacq-Orthez,Blois,1.286,2.275,jump shot
22-23,22-23 PROA,2023-03-25:Pau-Lacq-Orthez-Blois,25,210,2,3FGA,Markeith Cummings,Pau-Lacq-Orthez,Blois,2.911,7.531,
